,PRICE,ROUNDED_NOTIONAL_AMOUNT_1,ACTION_CANCEL,ACTION_CORRECT,ACTION_NEW,TAXONOMY_Credit:Index:CDX:CDXHY,TAXONOMY_Credit:Index:CDX:CDXIG,PRICE_FORMING_CONTINUATION_DATA_Amendment,PRICE_FORMING_CONTINUATION_DATA_Novation,PRICE_FORMING_CONTINUATION_DATA_Partialtermination,PRICE_FORMING_CONTINUATION_DATA_Trade,CLEARED_C,CLEARED_U,INDICATION_OF_COLLATERALIZATION_FC,INDICATION_OF_COLLATERALIZATION_OC,INDICATION_OF_COLLATERALIZATION_PC,INDICATION_OF_COLLATERALIZATION_UC
96051,0.695625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
96085,0.69375,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
96110,0.695,3.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
96111,0.7025,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
96118,0.7,25.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
96159,0.7025,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
96161,0.7025,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
96201,0.14,25.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
96202,0.59,25.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
96205,0.715,61.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
96231,0.715,61.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
96232,0.715,61.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
96233,0.715,61.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
96256,3.5066619873046876,55.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
96266,0.6869999694824219,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
96310,3.494396057128906,5.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
96386,106.33999633789062,3.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
96387,106.33999633789062,3.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
96411,3.494396057128906,5.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
96414,106.33999633789062,3.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
96734,0.574749984741211,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
96735,0.63,40.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
96888,0.5775,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
97224,0.62125,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97226,0.6225,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97437,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97440,0.01,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97587,0.62375,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97589,0.625,68.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97624,0.6286500167846679,20.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
97637,0.6275,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97647,0.62875,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97654,0.6269800186157226,15.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97661,0.629375,15.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
97662,0.629375,15.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
97674,0.67375,110.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
97687,0.62875,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97699,0.5436999893188477,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97712,0.67,110.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
97717,0.629375,15.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97721,0.6671875,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
97746,0.630625,56.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97762,0.6275999832153321,21.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97787,0.6269800186157226,15.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
97788,0.6269800186157226,15.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
97827,0.545625,42.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97828,0.545625,42.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
97856,0.631875,14.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
97877,0.628224983215332,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
97899,0.6275,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
97900,0.6275,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
97901,1.08312998046875,2.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
97903,0.62875,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97915,0.63,6.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97920,0.628125,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
97938,0.6303699874877929,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
97945,5.0,0.001,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
97947,0.6275999832153321,21.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
98014,0.565,30.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
98044,108.19999694824219,65.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
98045,108.19999694824219,66.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
98056,0.5890000152587891,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
98057,0.5890000152587891,80.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
98063,0.5675,26.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
98097,0.565,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98098,0.565,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98100,108.19999694824219,65.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
98102,0.565,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98105,0.5659999847412109,64.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
98152,0.56125,9.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
98153,0.56125,9.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
98157,0.3225,200.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
98158,0.3525,200.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
98182,0.3225,200.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
98232,0.355,0.1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
98286,0.5725,20.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
98326,108.54499816894531,20.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
98332,0.575,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
98371,0.575625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98373,0.575625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98379,108.54499816894531,20.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
98382,108.54499816894531,20.0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
98518,0.7584999847412109,10.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
98524,0.7584999847412109,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
98559,1.21,200.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
98570,0.7501000213623047,11.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
98582,0.7501000213623047,11.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
98611,5.0,33.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
98658,0.75625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98671,0.75625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98747,0.7575,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
98775,0.7525,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
98794,0.755,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99674,0.79125,3.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
99675,0.79125,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
99726,0.7975,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99734,0.799375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99757,0.7925,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99758,0.7925,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99759,0.7925,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99761,0.7925,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99779,0.794375,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99783,0.795,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99784,0.795,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99813,0.800625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99820,0.788125,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99827,0.79125,3.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
99832,0.788125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99850,0.788125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99856,3.8559320068359373,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
99868,0.7975,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99880,0.7909999847412109,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99918,0.79125,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
99938,0.7980000305175782,18.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
99939,0.7980000305175782,18.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
99947,0.7980000305175782,18.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
99966,0.796875,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100010,0.796875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100019,0.7993000030517579,24.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
100028,0.7993000030517579,24.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
100110,0.8390000152587891,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100135,0.8394999694824219,50.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
100148,0.84,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
100165,0.84,5.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
100166,0.84,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
100174,0.84,5.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
100180,0.84,5.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
100388,5.0,0.5,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
100389,5.0,16.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
100407,0.8426809692382813,25.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
100408,0.8426809692382813,25.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
100415,1.045800018310547,2.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
100416,1.045800018310547,4.0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
100417,1.045800018310547,2.0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
100418,0.84,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100419,0.84,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100431,0.84,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100436,0.84,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100447,0.8426809692382813,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
100457,0.8425,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100460,0.8425,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100462,4.04544189453125,20.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
100465,4.07,10.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
100471,0.8425859832763671,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
100479,0.845,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100493,0.845,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100495,0.845,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100499,0.845,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100521,4.0266329956054685,20.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
100542,0.8369999694824218,28.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
100648,0.835625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100657,0.83625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100658,0.83625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100818,0.641875,25.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
100819,0.641875,25.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
100851,5.0,27.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100852,5.0,7.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100853,5.0,7.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100855,5.0,11.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100857,5.0,27.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100865,5.0,11.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100866,5.0,5.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100867,5.0,5.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
100868,0.6425,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
100913,0.6430249786376954,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
100923,0.64375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
100941,0.6426000213623047,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
100980,1.1,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
100990,1.1,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101001,0.6475,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101042,0.33,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101058,0.6475,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101070,1.0807,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
101101,0.65125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
101120,0.65375,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101124,0.655625,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
101145,0.66125,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101167,0.65375,100.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
101170,0.65375,100.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
101171,0.65375,100.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
101182,0.6536499786376954,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101219,0.665,5.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101221,0.664010009765625,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101228,1.08062001953125,15.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
101230,0.6625,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101231,0.6625,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101232,0.6625,25.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101255,0.6625,100.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101258,0.6622250366210938,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101269,0.665,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101277,0.655,100.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101302,0.66625,70.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101312,0.6625,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101337,0.66375,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101401,0.6425,60.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101407,0.5632479858398437,17.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
101437,1.08062001953125,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
101450,1.0812400390625,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
101451,1.08112001953125,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
101453,0.64875,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101498,0.575,8.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
101499,0.575,8.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
101504,0.66125,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101510,0.575,8.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101522,0.66,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101558,5.0,0.001,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
101613,0.6225,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101828,0.6365000152587891,4.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101830,0.63,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101840,0.634474983215332,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101841,0.6334379959106445,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
101926,0.63,27.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
101954,0.63125,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
101983,0.635525016784668,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102002,0.45,47.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102142,0.635,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
102164,0.635,79.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102167,0.63875,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
102198,0.6390625,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102206,0.636875,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
102208,0.6375,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
102210,0.6401000213623047,20.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102266,0.6375,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102267,0.6375,110.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102279,0.6375,30.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102281,0.6375,30.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102282,0.635625,90.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102283,0.635625,90.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
102318,0.635625,90.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102331,0.635625,90.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102332,0.635625,90.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
102335,0.644375,30.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102336,0.64125,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102346,0.63,63.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102347,0.63,63.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
102355,0.6390625,110.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102356,0.6390629959106445,110.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
102370,0.6375,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
102388,0.635,30.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
102389,0.63875,23.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
102408,0.6334379959106445,75.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
102410,0.6375,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
102414,0.638125,3.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102491,0.45,170.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102504,0.635,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
102514,0.6390629959106445,110.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
102541,0.635625,90.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
102611,0.63,63.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102621,0.63625,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
102622,0.635625,90.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102625,0.635,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
102695,0.805,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102696,0.805,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
102697,0.805,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102766,3.583599853515625,40.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
102786,0.8,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102795,0.8,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102849,0.79625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102947,0.79625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102948,0.79625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102966,0.79625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102972,0.796875,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
102979,0.79625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103085,0.5404999923706054,25.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
103086,0.5404999923706054,25.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
103135,0.528499984741211,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103225,0.528499984741211,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103259,0.528499984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103329,0.525,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103429,1.085749969482422,5.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
103432,1.085749969482422,5.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
103433,108.57499694824219,5.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
103473,0.558499984741211,7.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
103577,0.1775,5.0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
103578,0.1775,5.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
103596,0.5616999816894531,10.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
103654,0.568125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103681,0.5661999893188476,18.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
103847,0.5690999984741211,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
103853,0.5695000076293946,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
103854,0.568125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
103900,0.57,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
103906,0.57,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
103927,0.5682500076293945,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
103968,0.56,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
104259,0.999000015258789,75.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104262,0.8665000152587891,20.0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
104333,4.291241149902344,5.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104438,100.06999969482422,4.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
104453,0.8719999694824219,12.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
104510,1.026500015258789,50.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104525,0.999000015258789,75.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
104700,0.8665000152587891,20.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
104701,0.8665000152587891,20.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
104702,102.61000061035156,17.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
104715,1.0280999755859375,0.1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
104716,1.0280999755859375,0.13,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
104717,1.0280999755859375,0.075,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
104718,1.0280999755859375,0.33,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0
104736,0.1,75.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104899,0.82,57.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
104901,0.88,86.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
104924,5.0818798828125,10.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104927,0.92375,47.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
104947,4.383263854980469,10.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104954,0.88,86.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
104964,0.926875,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
104979,0.92375,47.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
104980,0.92375,47.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
104981,0.9275,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
104983,4.3686981201171875,25.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
104996,0.92625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
105000,5.057267150878906,20.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
105002,0.92375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
105005,0.92625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
105009,0.88125,5.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
105010,0.92625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
105033,102.62000274658203,15.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
