,PRICE,ROUNDED_NOTIONAL_AMOUNT_1,ACTION_CANCEL,ACTION_CORRECT,ACTION_NEW,TAXONOMY_Credit:Index:CDX:CDXHY,TAXONOMY_Credit:Index:CDX:CDXIG,PRICE_FORMING_CONTINUATION_DATA_Amendment,PRICE_FORMING_CONTINUATION_DATA_Novation,PRICE_FORMING_CONTINUATION_DATA_Partialtermination,PRICE_FORMING_CONTINUATION_DATA_Trade,CLEARED_C,CLEARED_U,INDICATION_OF_COLLATERALIZATION_FC,INDICATION_OF_COLLATERALIZATION_OC,INDICATION_OF_COLLATERALIZATION_PC,INDICATION_OF_COLLATERALIZATION_UC
88169,0.75,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
88170,0.75,12.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
88178,0.8,19.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88185,0.775,100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88186,0.775,100.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88187,0.74875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88191,0.775,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88192,0.775,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88193,0.775,12.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88194,0.775,12.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88198,0.775,58.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88199,0.775,58.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88200,0.775,6.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88201,0.775,6.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88202,0.775,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88203,0.775,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88204,0.775,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88205,0.775,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88237,0.7437000274658203,88.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
88243,0.75,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88251,0.8,35.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88361,0.785,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88365,0.785,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88382,0.75,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88395,0.66,140.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
88401,0.775,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88403,0.775,58.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88404,0.775,58.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88405,0.775,12.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88406,0.775,12.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88407,0.775,6.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88409,0.775,6.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88410,0.775,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88411,0.775,100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88412,0.775,100.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88413,0.775,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88414,0.775,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88415,0.775,29.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
88416,0.775,29.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88420,0.775,110.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
88422,0.44,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
88434,0.775,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
88440,0.805,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88456,0.805,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88469,0.81125,80.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
88509,0.590999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88514,0.51125,25.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
88525,0.590999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88531,0.59,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88535,0.590999984741211,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88554,0.6,4.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
88599,0.5945000076293945,50.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
88600,0.5945000076293945,50.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
88616,0.6,14.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
88620,3.3043701171875,93.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
88630,0.575,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
88633,0.586500015258789,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88689,0.6,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88699,0.595,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88708,0.595,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88711,1.070199966430664,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
88712,1.070199966430664,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
88732,0.5934999847412109,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88747,0.595,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88789,0.595,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88801,0.59,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88805,0.59,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88807,0.591500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88813,0.591500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88819,0.591500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88871,0.590999984741211,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88878,0.5920000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88881,0.5920000076293945,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
88902,107.5,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
88923,0.596500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89083,0.66,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89088,0.66,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89089,0.66,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89100,0.66,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89115,0.66,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89118,0.66,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89127,0.66,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89134,0.6625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89139,0.6625,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89175,0.6444999694824218,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
89177,0.6444999694824218,10.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
89178,0.6644999694824218,10.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
89183,5.0,35.0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
89201,0.661875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89224,0.661875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89228,0.661875,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89232,0.661875,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89238,0.661875,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89249,0.655,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
89391,5.0,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
89392,5.0,10.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
89410,5.0,35.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
89438,0.295,200.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89439,0.66125,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89461,0.66,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89466,0.66,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89471,0.66125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89480,0.66,88.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
89483,0.66125,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89484,0.66125,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89511,0.2925,2.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
89578,0.63875,87.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
89677,0.639375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
89806,0.64,1.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
89946,0.64,5.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
89948,0.6392350006103515,14.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
90017,0.64,65.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
90023,106.88999938964844,100.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
90041,0.6409850311279297,10.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
90080,107.0,20.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
90138,0.64,65.0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
90276,0.715,0.36,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
90301,0.7075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90302,0.7075,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90332,0.715,0.36,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
90338,0.72,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90339,0.72,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90342,0.72,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90347,0.72,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90349,0.72,75.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
90381,0.7151000213623047,3.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
90382,0.7151000213623047,3.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
90503,0.7151000213623047,3.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
90504,0.7151000213623047,3.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
90576,0.7151000213623047,3.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
90707,0.559375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
90708,0.559375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
90721,0.56125,25.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
90728,0.56125,50.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
90959,0.560625,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
91003,0.56375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91005,0.56375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91091,0.561500015258789,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91189,0.5625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91192,0.560625,110.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
91199,0.5625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91206,0.5625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91213,0.560625,110.0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
91297,0.643125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91304,0.643125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91305,0.643125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91341,0.643125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91469,100.0,80.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
91471,100.0,0.6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
91472,100.0,19.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
91473,100.0,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
91474,100.0,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
91476,100.0,68.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
91477,100.0,50.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
91479,100.0,53.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
91481,105.02999877929688,19.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
91497,0.1815999984741211,100.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
91498,0.25409999847412107,68.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
91525,0.645625,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91541,105.02999877929688,19.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
91542,1.0503000020980835,19.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
91552,0.64375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91597,0.643125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91602,0.643125,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91633,105.98999786376953,54.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
91634,1.0698000335693358,0.6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
91635,0.0815999984741211,110.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
91636,0.1815999984741211,80.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
91678,0.64625,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91763,0.641875,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91764,0.0815999984741211,110.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
91765,1.8160000610351563,110.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
91772,0.643125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91807,0.64375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91831,1.0698000335693358,0.6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
91832,0.008159999847412109,0.6,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
91889,0.645,24.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
91895,107.9800033569336,100.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
91896,107.9800033569336,85.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
91897,107.9800033569336,15.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
91901,107.9800033569336,100.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
91910,107.9800033569336,85.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
91911,107.9800033569336,86.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
91912,107.9800033569336,15.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
91913,107.9800033569336,14.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
92146,0.7780000305175782,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92155,1.0386499786376953,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
92156,1.0386499786376953,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
92158,1.0386499786376953,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
92159,1.0386499786376953,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
92161,1.0386499786376953,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
92162,1.0386499786376953,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
92163,1.0386499786376953,25.0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
92164,1.0386499786376953,25.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
92173,0.775,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92184,0.7809999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92186,0.7755000305175781,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92193,0.7755000305175781,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92196,0.7780000305175782,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92306,0.785,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92577,1.0395499467849731,25.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
92578,1.0395499467849731,25.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
92689,0.779000015258789,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92705,0.778499984741211,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92707,0.7919999957084656,70.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
92714,0.7759999847412109,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92716,0.7919999957084656,70.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
92717,1.0386499786376953,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
92718,1.0386499786376953,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
92719,1.0386499786376953,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
92720,1.0386499786376953,25.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
92751,0.7805000305175781,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92805,0.779000015258789,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92853,0.7859999847412109,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
92912,0.7830000305175782,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
92914,0.7830000305175782,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
92935,0.7830000305175782,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
92936,0.7830000305175782,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
92937,0.7830000305175782,25.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
92938,0.7830000305175782,25.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
92976,0.7819999694824219,1.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
93219,1.0687000274658203,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93230,1.0688500213623047,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93237,1.0691000366210937,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93306,1.0683000183105469,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93307,1.0683000183105469,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93308,1.0683000183105469,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93359,0.6090000152587891,6.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
93363,0.6090000152587891,6.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
93364,0.6090000152587891,6.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
93367,0.6090000152587891,6.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
93368,0.615,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
93418,1.0,50.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
93444,0.605999984741211,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
93454,1.0690499877929687,15.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93468,1.0690499877929687,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93506,0.6075,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
93558,1.069199981689453,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93647,1.0687999725341797,5.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93665,1.0691500091552735,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
93784,0.763125,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
93851,103.51000213623047,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
93961,0.77125,100.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
93972,0.773499984741211,5.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
94485,0.8994000244140625,15.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
94511,0.925,15.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
94541,0.925,15.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
94542,0.925,15.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
94552,0.8994000244140625,15.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
94553,0.8794000244140625,15.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
94683,0.92,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
94684,0.8745999908447266,110.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
94758,105.25,100.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
94777,105.25,100.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
94778,105.25,100.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
94803,5.0,35.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
94804,5.0,35.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
94809,5.0,35.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
94814,105.125,50.0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
94815,105.125,50.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
94823,5.0,35.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
94824,5.0,35.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
94830,5.0,35.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
94831,5.0,35.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
94863,0.9248999786376954,8.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
94874,0.9248999786376954,8.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
94875,0.9248999786376954,8.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
94880,5.0,35.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
94887,105.125,50.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
94888,105.125,50.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
94889,105.125,50.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
94890,5.0,35.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
94891,5.0,35.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
94899,102.81500244140625,29.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
94925,0.9215000152587891,30.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
94997,0.8490000152587891,110.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
95039,0.76875,2.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
95060,4.349425048828125,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
95073,5.030335998535156,20.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
95080,5.1029360961914065,20.0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
95095,0.90125,100.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
95096,0.90125,100.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
95125,1.1,15.0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
95175,0.9301709747314453,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
95179,0.868125,50.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
95182,0.9,100.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
95183,0.9,100.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
95184,0.90125,75.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
95185,0.90125,75.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
95192,0.9,35.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
95193,0.9,35.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
95194,0.895,50.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
95195,0.895,50.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
95425,0.8725,100.0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
95426,0.8725,100.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
95434,102.81500244140625,29.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
95435,102.81500244140625,29.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
95436,102.81500244140625,29.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
95437,102.81500244140625,29.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
95440,0.93,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95469,99.52999877929688,7.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
95470,99.52999877929688,7.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
95495,99.56999969482422,5.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
95511,0.9248999786376954,8.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
95543,0.93125,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95549,4.349425048828125,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
95555,4.388424072265625,10.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
95580,99.52999877929688,7.0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
95599,0.93,47.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95791,0.704375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95795,0.704375,50.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95798,0.704375,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95829,0.6975,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
95914,0.5979999923706054,7.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
95989,0.6978500366210938,25.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
96029,0.705,110.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
96041,0.6955000305175781,25.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
